datetime,Open,High,Low,Close,Volume,OI
2025-09-01 09:15:00+05:30,53658.15,53941.05,53658.15,53938.9,0,0
2025-09-01 09:30:00+05:30,53938.65,53982.55,53895.75,53949.1,0,0
2025-09-01 09:45:00+05:30,53948.3,53988.25,53925.55,53951.65,0,0
2025-09-01 10:00:00+05:30,53952.25,53954.15,53864.15,53864.15,0,0
2025-09-01 10:15:00+05:30,53860.9,53896.4,53781.2,53823.3,0,0
2025-09-01 10:30:00+05:30,53823.5,53826.5,53755.75,53804.0,0,0
2025-09-01 10:45:00+05:30,53818.0,53865.35,53798.4,53840.0,0,0
2025-09-01 11:00:00+05:30,53842.25,53864.75,53809.0,53829.15,0,0
2025-09-01 11:15:00+05:30,53828.8,53837.8,53799.45,53837.8,0,0
2025-09-01 11:30:00+05:30,53840.5,53857.7,53793.25,53800.75,0,0
2025-09-01 11:45:00+05:30,53800.05,53807.45,53717.7,53718.55,0,0
2025-09-01 12:00:00+05:30,53721.6,53794.75,53717.0,53788.95,0,0
2025-09-01 12:15:00+05:30,53789.05,53845.4,53761.4,53839.45,0,0
2025-09-01 12:30:00+05:30,53840.25,53878.7,53823.5,53860.45,0,0
2025-09-01 12:45:00+05:30,53860.75,53889.2,53848.15,53871.2,0,0
2025-09-01 13:00:00+05:30,53870.1,53919.05,53851.75,53917.5,0,0
2025-09-01 13:15:00+05:30,53916.1,53938.85,53878.9,53910.05,0,0
2025-09-01 13:30:00+05:30,53913.85,53949.95,53903.15,53908.65,0,0
2025-09-01 13:45:00+05:30,53911.1,53919.0,53884.75,53896.7,0,0
2025-09-01 14:00:00+05:30,53897.8,53944.3,53892.55,53935.3,0,0
2025-09-01 14:15:00+05:30,53933.95,53938.35,53873.25,53875.0,0,0
2025-09-01 14:30:00+05:30,53880.2,53939.5,53878.4,53930.25,0,0
2025-09-01 14:45:00+05:30,53930.4,53970.65,53907.4,53968.8,0,0
2025-09-01 15:00:00+05:30,53970.85,54017.7,53959.7,54002.95,0,0
2025-09-01 15:15:00+05:30,54002.95,54035.85,53984.95,53993.4,0,0
2025-09-02 09:15:00+05:30,54038.25,54153.8,53912.2,53954.2,0,0
2025-09-02 09:30:00+05:30,53952.95,54068.9,53950.6,54058.15,0,0
2025-09-02 09:45:00+05:30,54058.05,54109.7,54052.25,54103.6,0,0
2025-09-02 10:00:00+05:30,54101.45,54160.95,54084.8,54096.9,0,0
2025-09-02 10:15:00+05:30,54096.65,54110.35,54054.45,54091.1,0,0
2025-09-02 10:30:00+05:30,54088.65,54117.65,54045.85,54111.85,0,0
2025-09-02 10:45:00+05:30,54107.0,54137.25,54091.25,54118.8,0,0
2025-09-02 11:00:00+05:30,54116.9,54140.45,54079.05,54104.55,0,0
2025-09-02 11:15:00+05:30,54101.2,54103.25,54033.7,54053.35,0,0
2025-09-02 11:30:00+05:30,54052.25,54083.6,54043.05,54073.4,0,0
2025-09-02 11:45:00+05:30,54075.1,54082.35,54003.75,54019.5,0,0
2025-09-02 12:00:00+05:30,54012.45,54047.8,54006.5,54016.95,0,0
2025-09-02 12:15:00+05:30,54018.2,54044.3,53976.0,54037.15,0,0
2025-09-02 12:30:00+05:30,54039.3,54093.8,54022.2,54046.55,0,0
2025-09-02 12:45:00+05:30,54044.9,54064.45,54027.35,54041.25,0,0
2025-09-02 13:00:00+05:30,54040.0,54055.9,53961.75,53985.6,0,0
2025-09-02 13:15:00+05:30,53987.25,53998.1,53867.4,53885.5,0,0
2025-09-02 13:30:00+05:30,53890.2,53922.85,53806.65,53818.55,0,0
2025-09-02 13:45:00+05:30,53817.1,53854.95,53703.15,53712.0,0,0
2025-09-02 14:00:00+05:30,53721.45,53727.95,53578.0,53652.5,0,0
2025-09-02 14:15:00+05:30,53643.3,53734.85,53624.2,53645.65,0,0
2025-09-02 14:30:00+05:30,53655.75,53738.3,53646.2,53708.9,0,0
2025-09-02 14:45:00+05:30,53718.15,53765.95,53652.55,53679.5,0,0
2025-09-02 15:00:00+05:30,53681.55,53695.5,53645.5,53670.2,0,0
2025-09-02 15:15:00+05:30,53670.2,53691.1,53619.9,53627.25,0,0
2025-09-03 09:15:00+05:30,53630.75,53743.6,53561.75,53736.2,0,0
2025-09-03 09:30:00+05:30,53740.3,53744.7,53625.6,53644.75,0,0
2025-09-03 09:45:00+05:30,53646.0,53776.45,53641.6,53737.25,0,0
2025-09-03 10:00:00+05:30,53737.65,53866.75,53735.4,53853.7,0,0
2025-09-03 10:15:00+05:30,53851.85,53855.35,53773.4,53817.55,0,0
2025-09-03 10:30:00+05:30,53817.15,53822.6,53700.1,53707.55,0,0
2025-09-03 10:45:00+05:30,53703.55,53735.85,53675.45,53725.95,0,0
2025-09-03 11:00:00+05:30,53726.45,53743.15,53667.3,53706.5,0,0
2025-09-03 11:15:00+05:30,53705.0,53750.75,53665.8,53696.75,0,0
2025-09-03 11:30:00+05:30,53698.85,53712.6,53669.55,53694.1,0,0
2025-09-03 11:45:00+05:30,53696.7,53721.5,53647.75,53718.05,0,0
2025-09-03 12:00:00+05:30,53721.05,53755.15,53700.9,53750.95,0,0
2025-09-03 12:15:00+05:30,53749.5,53814.65,53740.7,53777.95,0,0
2025-09-03 12:30:00+05:30,53775.1,53803.9,53734.05,53744.85,0,0
2025-09-03 12:45:00+05:30,53740.55,53771.55,53633.95,53656.55,0,0
2025-09-03 13:00:00+05:30,53657.0,53713.05,53645.2,53679.85,0,0
2025-09-03 13:15:00+05:30,53680.95,53733.2,53670.95,53690.8,0,0
2025-09-03 13:30:00+05:30,53690.0,53741.55,53669.45,53733.9,0,0
2025-09-03 13:45:00+05:30,53733.1,53823.55,53729.1,53814.5,0,0
2025-09-03 14:00:00+05:30,53814.95,53892.3,53789.45,53862.8,0,0
2025-09-03 14:15:00+05:30,53863.5,53898.1,53856.7,53891.45,0,0
2025-09-03 14:30:00+05:30,53888.3,53963.7,53888.3,53930.9,0,0
2025-09-03 14:45:00+05:30,53929.75,53997.65,53921.6,53979.55,0,0
2025-09-03 15:00:00+05:30,53975.7,54136.15,53965.6,54096.1,0,0
2025-09-03 15:15:00+05:30,54096.1,54100.8,54028.0,54071.75,0,0
2025-09-04 09:15:00+05:30,54379.6,54450.55,54195.7,54318.3,0,0
2025-09-04 09:30:00+05:30,54325.85,54391.85,54313.1,54313.1,0,0
2025-09-04 09:45:00+05:30,54308.6,54420.25,54300.95,54367.45,0,0
2025-09-04 10:00:00+05:30,54366.1,54395.3,54217.2,54221.2,0,0
2025-09-04 10:15:00+05:30,54218.05,54307.25,54190.55,54230.7,0,0
2025-09-04 10:30:00+05:30,54237.1,54256.7,54145.65,54195.45,0,0
2025-09-04 10:45:00+05:30,54196.3,54260.25,54178.55,54227.4,0,0
2025-09-04 11:00:00+05:30,54224.95,54263.85,54193.9,54198.0,0,0
2025-09-04 11:15:00+05:30,54197.65,54250.2,54171.15,54249.1,0,0
2025-09-04 11:30:00+05:30,54247.45,54261.25,54175.7,54193.1,0,0
2025-09-04 11:45:00+05:30,54191.95,54211.8,54146.0,54190.8,0,0
2025-09-04 12:00:00+05:30,54190.0,54249.0,54132.25,54181.15,0,0
2025-09-04 12:15:00+05:30,54187.15,54202.8,54107.9,54140.4,0,0
2025-09-04 12:30:00+05:30,54142.0,54251.85,54141.2,54247.8,0,0
2025-09-04 12:45:00+05:30,54247.7,54273.7,54216.15,54250.4,0,0
2025-09-04 13:00:00+05:30,54247.5,54273.95,54194.45,54221.7,0,0
2025-09-04 13:15:00+05:30,54222.5,54259.85,54197.05,54244.3,0,0
2025-09-04 13:30:00+05:30,54242.25,54272.95,54185.35,54197.3,0,0
2025-09-04 13:45:00+05:30,54197.3,54219.25,54124.75,54179.75,0,0
2025-09-04 14:00:00+05:30,54179.65,54221.2,54095.1,54112.55,0,0
2025-09-04 14:15:00+05:30,54112.8,54115.15,53971.85,54009.95,0,0
2025-09-04 14:30:00+05:30,54012.65,54139.4,54008.75,54116.75,0,0
2025-09-04 14:45:00+05:30,54115.3,54175.0,54048.25,54081.25,0,0
2025-09-04 15:00:00+05:30,54082.65,54121.65,54025.4,54041.0,0,0
2025-09-04 15:15:00+05:30,54041.0,54111.25,54037.3,54101.1,0,0
2025-09-05 09:15:00+05:30,54308.05,54308.05,54109.6,54122.3,0,0
2025-09-05 09:30:00+05:30,54127.95,54162.5,54040.25,54046.05,0,0
2025-09-05 09:45:00+05:30,54043.65,54093.75,54000.25,54018.05,0,0
2025-09-05 10:00:00+05:30,54020.15,54037.15,53881.45,53882.9,0,0
2025-09-05 10:15:00+05:30,53883.25,53937.35,53746.2,53901.9,0,0
2025-09-05 10:30:00+05:30,53902.65,53906.6,53811.15,53872.7,0,0
2025-09-05 10:45:00+05:30,53874.8,53886.05,53806.55,53853.15,0,0
2025-09-05 11:00:00+05:30,53852.25,53896.0,53830.55,53884.4,0,0
2025-09-05 11:15:00+05:30,53884.05,53901.8,53840.9,53899.7,0,0
2025-09-05 11:30:00+05:30,53899.75,53920.25,53842.9,53857.3,0,0
2025-09-05 11:45:00+05:30,53857.1,53866.8,53823.9,53838.3,0,0
2025-09-05 12:00:00+05:30,53837.35,53852.2,53800.2,53800.2,0,0
2025-09-05 12:15:00+05:30,53802.7,53812.15,53762.1,53790.05,0,0
2025-09-05 12:30:00+05:30,53791.7,53808.25,53719.55,53750.7,0,0
2025-09-05 12:45:00+05:30,53752.65,53767.45,53722.2,53754.55,0,0
2025-09-05 13:00:00+05:30,53754.75,53815.0,53753.2,53811.55,0,0
2025-09-05 13:15:00+05:30,53813.95,53891.2,53798.35,53866.35,0,0
2025-09-05 13:30:00+05:30,53867.65,53962.95,53863.9,53945.2,0,0
2025-09-05 13:45:00+05:30,53947.8,54097.2,53947.8,54085.45,0,0
2025-09-05 14:00:00+05:30,54082.1,54139.9,54010.15,54028.65,0,0
2025-09-05 14:15:00+05:30,54034.35,54132.3,54014.75,54116.2,0,0
2025-09-05 14:30:00+05:30,54116.6,54150.55,54037.6,54056.95,0,0
2025-09-05 14:45:00+05:30,54057.35,54172.45,54056.25,54165.75,0,0
2025-09-05 15:00:00+05:30,54158.6,54167.95,54078.15,54093.75,0,0
2025-09-05 15:15:00+05:30,54093.75,54127.7,54078.7,54098.2,0,0
2025-09-08 09:15:00+05:30,54215.4,54233.55,54088.7,54178.2,0,0
2025-09-08 09:30:00+05:30,54179.15,54329.2,54161.5,54296.95,0,0
2025-09-08 09:45:00+05:30,54296.2,54299.7,54135.45,54148.55,0,0
2025-09-08 10:00:00+05:30,54149.05,54240.35,54145.1,54166.95,0,0
2025-09-08 10:15:00+05:30,54167.95,54206.05,54136.5,54145.35,0,0
2025-09-08 10:30:00+05:30,54142.35,54154.75,54067.15,54142.9,0,0
2025-09-08 10:45:00+05:30,54146.15,54177.95,54083.3,54105.3,0,0
2025-09-08 11:00:00+05:30,54103.75,54210.5,54078.05,54207.7,0,0
2025-09-08 11:15:00+05:30,54210.15,54270.35,54199.05,54266.85,0,0
2025-09-08 11:30:00+05:30,54266.2,54314.4,54240.95,54305.8,0,0
2025-09-08 11:45:00+05:30,54302.7,54310.55,54232.65,54269.35,0,0
2025-09-08 12:00:00+05:30,54270.0,54315.85,54262.95,54303.8,0,0
2025-09-08 12:15:00+05:30,54302.0,54306.4,54253.75,54279.25,0,0
2025-09-08 12:30:00+05:30,54274.4,54358.7,54239.15,54339.0,0,0
2025-09-08 12:45:00+05:30,54339.6,54361.65,54315.75,54347.1,0,0
2025-09-08 13:00:00+05:30,54348.35,54382.8,54329.85,54366.5,0,0
2025-09-08 13:15:00+05:30,54366.65,54378.2,54310.45,54335.7,0,0
2025-09-08 13:30:00+05:30,54342.2,54352.8,54308.9,54336.0,0,0
2025-09-08 13:45:00+05:30,54339.6,54339.6,54282.5,54317.3,0,0
2025-09-08 14:00:00+05:30,54323.8,54343.4,54280.6,54326.3,0,0
2025-09-08 14:15:00+05:30,54328.55,54377.8,54322.25,54370.5,0,0
2025-09-08 14:30:00+05:30,54376.0,54518.7,54372.3,54492.15,0,0
2025-09-08 14:45:00+05:30,54492.0,54492.0,54204.85,54324.0,0,0
